Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
set (psychology),OpenAIRE,set (abstract data type),OpenAlex,0.8899261860924091,1551,7202,1201,0.159030720338983
layer (object-oriented design),OpenAIRE,layer (electronics),OpenAlex,0.88545859893208,90,355,51,0.1294416243654822
machine learning,OpenAIRE,artificial neural network,OpenAlex,0.6643350147093635,6830,7172,1640,0.1326646173758291
computer science,OpenAIRE,artificial neural network,OpenAlex,0.663089163458178,35271,7172,4109,0.1071894401836489
fos computer and information sciences,OpenAIRE,artificial neural network,OpenAlex,0.5906794677255672,5999,7172,1373,0.1163756568909984
engineering and technology,OpenAIRE,artificial neural network,OpenAlex,0.6784091018797903,29291,7172,3360,0.1015013744977796
artificial intelligence,OpenAIRE,artificial neural network,OpenAlex,0.7756126647331125,28362,7172,4127,0.1314038271722864
deep learning,OpenAIRE,artificial neural network,OpenAlex,0.5685463835699356,2555,7172,949,0.1081111870585554
data mining,OpenAIRE,machine learning,OpenAlex,0.5886959234595944,4540,17152,2286,0.1177986189838194
fos computer and information sciences,OpenAIRE,machine learning,OpenAlex,0.5328055367194916,5999,17152,2533,0.1228538170530604
artificial neural network,OpenAIRE,machine learning,OpenAlex,0.6643350147093635,4968,17152,2537,0.129551141296022
computer,OpenAIRE,machine learning,OpenAlex,0.676016380779749,16697,17152,7048,0.2629752621170851
engineering and technology,OpenAIRE,machine learning,OpenAlex,0.6724777331799369,29291,17152,7005,0.1776205689943709
computer science,OpenAIRE,machine learning,OpenAlex,0.6942060868225773,35271,17152,9208,0.2130741640634039
business,OpenAIRE,machine learning,OpenAlex,0.5431599191434158,50194,17152,10599,0.1867763934657338
computer science applications,OpenAIRE,machine learning,OpenAlex,0.726621093825779,9553,17152,2531,0.1046992636717134
artificial intelligence,OpenAIRE,machine learning,OpenAlex,0.6376737039044181,28362,17152,8939,0.2444019138755981
computer science applications,OpenAIRE,algorithm,OpenAlex,0.5290171445244071,9553,16248,2379,0.1015711724020152
artificial intelligence,OpenAIRE,algorithm,OpenAlex,0.4872725019300808,28362,16248,5572,0.1427327219632153
electrical and electronic engineering,OpenAIRE,algorithm,OpenAlex,0.3781663849571618,10834,16248,3039,0.1263985359564114
engineering and technology,OpenAIRE,algorithm,OpenAlex,0.4021273323530999,29291,16248,6218,0.1581343302560972
applied mathematics,OpenAIRE,algorithm,OpenAlex,0.5059576986786994,6902,16248,2307,0.1106846423259607
computer science,OpenAIRE,algorithm,OpenAlex,0.4834082470948851,35271,16248,6504,0.1444851716094635
mathematical optimization,OpenAIRE,algorithm,OpenAlex,0.6762568079511504,3954,16248,2107,0.1164410058027079
mathematics,OpenAIRE,algorithm,OpenAlex,0.4863905761114613,18266,16248,6814,0.2459927797833935
software,OpenAIRE,algorithm,OpenAlex,0.5989158102444239,10803,16248,3027,0.125999000999001
general chemistry,OpenAIRE,organic chemistry,OpenAlex,0.7582081539118692,1980,2216,467,0.1252346473585411
chemical sciences,OpenAIRE,organic chemistry,OpenAlex,0.8198568023893047,1970,2216,403,0.1065292096219931
chemistry,OpenAIRE,organic chemistry,OpenAlex,0.8578929887560974,3269,2216,900,0.1962922573609596
social sciences,OpenAIRE,economics,OpenAlex,0.7346043949638168,18175,15957,5066,0.1742929883712929
economics and business,OpenAIRE,economics,OpenAlex,0.8041697288719765,8667,15957,3477,0.1644204851752021
business,OpenAIRE,economics,OpenAlex,0.5802734270141696,50194,15957,7027,0.1188519044719572
economics and econometrics,OpenAIRE,economics,OpenAlex,0.9095069212208722,2836,15957,1930,0.1144517582873747
business,OpenAIRE,programming language,OpenAlex,0.4597505182273794,50194,19868,9440,0.1557190458909307
computer,OpenAIRE,programming language,OpenAlex,0.6033660991122218,16697,19868,4989,0.15799974664302
software,OpenAIRE,programming language,OpenAlex,0.568066159702039,10803,19868,3112,0.1129213686998802
artificial intelligence,OpenAIRE,programming language,OpenAlex,0.6139497136373372,28362,19868,6268,0.1493732424574615
engineering and technology,OpenAIRE,programming language,OpenAlex,0.6095859941000141,29291,19868,5632,0.1293909527419762
mathematics,OpenAIRE,programming language,OpenAlex,0.6337645097176466,18266,19868,3490,0.100738944694608
computer science,OpenAIRE,programming language,OpenAlex,0.6838519061845493,35271,19868,8754,0.1887248032769214
food quality,OpenAIRE,food industry,OpenAlex,0.8834136051667758,25,23,5,0.1162790697674418
food safety,OpenAIRE,food industry,OpenAlex,0.8424266480253758,38,23,11,0.22
food processing,OpenAIRE,food industry,OpenAlex,0.8971434178546512,38,23,9,0.173076923076923
retirement,OpenAIRE,active ageing,OpenAlex,0.5199606526359554,9,6,2,0.1538461538461538
population ageing,OpenAIRE,older people,OpenAlex,0.5660481375745188,11,17,3,0.12
sequence alignment,OpenAIRE,alignment-free sequence analysis,OpenAlex,0.7579136650139556,391,61,48,0.1188118811881188
sequence,OpenAIRE,sequence (biology),OpenAlex,0.3641257855211572,490,1111,309,0.2391640866873065
sequence alignment,OpenAIRE,multiple sequence alignment,OpenAlex,0.9364704481556564,391,135,101,0.2376470588235294
similarity (psychology),OpenAIRE,similarity (geometry),OpenAlex,0.9826899701024912,566,2333,493,0.2049044056525353
similarity (network science),OpenAIRE,similarity (geometry),OpenAlex,0.940721907762733,445,2333,415,0.1756242065171392
measure (mathematics),OpenAIRE,measure (data warehouse),OpenAlex,0.912592096054365,510,1353,330,0.2152641878669275
flexibility (personality),OpenAIRE,flexibility (engineering),OpenAlex,0.978695321166384,111,736,94,0.1248339973439575
software,OpenAIRE,data mining,OpenAlex,0.6235367387857083,10803,9717,2052,0.1111111111111111
computer,OpenAIRE,data mining,OpenAlex,0.6185568308657187,16697,9717,5280,0.2498343900823318
computer science,OpenAIRE,data mining,OpenAlex,0.6176681220933372,35271,9717,5922,0.1515896175702657
computer science applications,OpenAIRE,data mining,OpenAlex,0.7083561439928449,9553,9717,1802,0.1031600641172429
business,OpenAIRE,data mining,OpenAlex,0.5525125272692097,50194,9717,5469,0.1004555306564784
artificial intelligence,OpenAIRE,data mining,OpenAlex,0.6288951539895299,28362,9717,4535,0.1351955640352969
information systems,OpenAIRE,data mining,OpenAlex,0.7775825170272289,4783,9717,1351,0.1027454559282074
engineering and technology,OpenAIRE,data mining,OpenAlex,0.6538696734618425,29291,9717,4200,0.1206619168007354
multiple sequence alignment,OpenAIRE,sequence alignment,OpenAlex,0.9364704481556564,123,216,100,0.4184100418410041
alignment-free sequence analysis,OpenAIRE,sequence alignment,OpenAlex,0.7579136650139556,57,216,52,0.2352941176470588
sequence analysis,OpenAIRE,sequence alignment,OpenAlex,0.8670688021060423,228,216,54,0.1384615384615384
structural alignment,OpenAIRE,sequence alignment,OpenAlex,0.8691395614800109,58,216,41,0.1759656652360515
genome,OpenAIRE,computational biology,OpenAlex,0.4970238424343343,566,2330,337,0.1316920672137553
proteins,OpenAIRE,computational biology,OpenAlex,0.4824203201669851,686,2330,306,0.1129151291512915
genomics,OpenAIRE,computational biology,OpenAlex,0.8321025599785604,484,2330,266,0.1043956043956044
genetics,OpenAIRE,computational biology,OpenAlex,0.8321025599785604,3057,2330,1049,0.2418165053019824
biology,OpenAIRE,computational biology,OpenAlex,0.9027508892126634,7261,2330,1640,0.2062633630989812
developmental biology,OpenAIRE,computational biology,OpenAlex,0.9333374505244688,9424,2330,1462,0.1420520792848814
basic medicine,OpenAIRE,computational biology,OpenAlex,0.6714203809784316,9784,2330,1576,0.1495539950654773
medical engineering,OpenAIRE,computational biology,OpenAlex,0.7548232513175642,1268,2330,362,0.1118665018541409
bioinformatics,OpenAIRE,computational biology,OpenAlex,0.8936086548605443,1428,2330,636,0.2037155669442664
molecular biology,OpenAIRE,computational biology,OpenAlex,0.92042788389821,2273,2330,815,0.2151531151003168
genomics bioinformatics,OpenAIRE,computational biology,OpenAlex,0.6073013265432734,727,2330,350,0.1292944218692279
computer,OpenAIRE,mathematics,OpenAlex,0.5404678402288752,16697,46877,7030,0.1243279569892473
business,OpenAIRE,mathematics,OpenAlex,0.3590039746248999,50194,46877,19776,0.2558509606054725
natural sciences,OpenAIRE,mathematics,OpenAlex,0.6546467976583793,12609,46877,6487,0.1223985358214305
engineering and technology,OpenAIRE,mathematics,OpenAlex,0.5968238872209795,29291,46877,14533,0.2357913523160542
electrical engineering electronic engineering information engineering,OpenAIRE,mathematics,OpenAlex,0.633624202998523,20661,46877,10376,0.1815191910709912
computer science applications,OpenAIRE,mathematics,OpenAlex,0.714659548383995,9553,46877,5241,0.102385278087089
electrical and electronic engineering,OpenAIRE,mathematics,OpenAlex,0.576001445198965,10834,46877,6039,0.1168718067812354
artificial intelligence,OpenAIRE,mathematics,OpenAlex,0.5312505345747508,28362,46877,13930,0.2272097081994487
computer science,OpenAIRE,mathematics,OpenAlex,0.7486759063068048,35271,46877,15546,0.2334164139215038
applied mathematics,OpenAIRE,mathematics,OpenAlex,0.8286160988700324,6902,46877,5370,0.1109297857836352
computational biology,OpenAIRE,gene,OpenAlex,0.4713076157458541,1698,8598,1035,0.1117589893100097
developmental biology,OpenAIRE,gene,OpenAlex,0.4419273091413188,9424,8598,2664,0.1734600859486912
evolutionary biology,OpenAIRE,gene,OpenAlex,0.4685049961202223,2333,8598,1131,0.1154081632653061
biology,OpenAIRE,gene,OpenAlex,0.4150401839209416,7261,8598,3425,0.2754543992279234
genetics,OpenAIRE,gene,OpenAlex,0.655035911670675,3057,8598,2258,0.2402894540810897
molecular biology,OpenAIRE,gene,OpenAlex,0.5648523480873763,2273,8598,1108,0.1134897060329816
bioinformatics,OpenAIRE,genetics,OpenAlex,0.6715382761232208,1428,5799,699,0.1070772058823529
medical and health sciences,OpenAIRE,genetics,OpenAlex,0.6354737475601228,20359,5799,2961,0.1276458162693451
ecology evolution behavior and systematics,OpenAIRE,genetics,OpenAlex,0.6928546444810826,2477,5799,859,0.1158150195496831
computational biology,OpenAIRE,genetics,OpenAlex,0.8321025599785604,1698,5799,982,0.150729086722947
selection genetic,OpenAIRE,genetics,OpenAlex,0.7502009415324371,970,5799,745,0.12367197875166
developmental biology,OpenAIRE,genetics,OpenAlex,0.8320985748213492,9424,5799,2595,0.2054957237884067
biology,OpenAIRE,genetics,OpenAlex,0.8202186941629346,7261,5799,3643,0.3868535627057449
models genetic,OpenAIRE,genetics,OpenAlex,0.7772460552201568,903,5799,682,0.1132890365448505
molecular biology,OpenAIRE,genetics,OpenAlex,0.8615876777096044,2273,5799,1063,0.1516621486660008
evolutionary biology,OpenAIRE,genetics,OpenAlex,0.8582716153987149,2333,5799,1166,0.1673844387022681
animals,OpenAIRE,genetics,OpenAlex,0.5061402251703692,5663,5799,1509,0.1516125791218728
vision monocular,OpenAIRE,monocular vision,OpenAlex,0.8932084610723813,25,20,6,0.1538461538461538
health sciences,OpenAIRE,biology,OpenAlex,0.6383517693038727,5840,27030,3881,0.1338783676566973
business,OpenAIRE,biology,OpenAlex,0.2800915594354454,50194,27030,10279,0.153543953992083
artificial intelligence,OpenAIRE,biology,OpenAlex,0.5028803186853955,28362,27030,5249,0.1046806134455457
humans,OpenAIRE,biology,OpenAlex,0.434886566116852,18454,27030,5054,0.1250061835270838
engineering and technology,OpenAIRE,biology,OpenAlex,0.5948125514114985,29291,27030,5906,0.1171476743032827
natural sciences,OpenAIRE,biology,OpenAlex,0.7090185762410831,12609,27030,3644,0.1012362828170579
genetics,OpenAIRE,biology,OpenAlex,0.8202186941629346,3057,27030,2832,0.1039075399009356
computer science,OpenAIRE,biology,OpenAlex,0.7096646639869654,35271,27030,6999,0.1265596180969946
developmental biology,OpenAIRE,biology,OpenAlex,0.91124692216454,9424,27030,5509,0.1780255291646469
natural sciences,OpenAIRE,statistics,OpenAlex,0.4841615426196856,12609,17024,2777,0.1034033363121835
artificial intelligence,OpenAIRE,statistics,OpenAlex,0.5738211641947253,28362,17024,4625,0.1134663035744952
engineering and technology,OpenAIRE,statistics,OpenAlex,0.5290655258543463,29291,17024,4633,0.111151096396526
mathematics,OpenAIRE,statistics,OpenAlex,0.5762905395732861,18266,17024,6264,0.2158065182939433
computer science,OpenAIRE,statistics,OpenAlex,0.581561076474769,35271,17024,5163,0.1095434099974539
sequence analysis,OpenAIRE,peptide sequence,OpenAlex,0.7976970613481353,228,326,71,0.1469979296066252
multiple sequence alignment,OpenAIRE,peptide sequence,OpenAlex,0.7739009494836303,123,326,105,0.3052325581395348
molecular sequence data,OpenAIRE,peptide sequence,OpenAlex,0.7765414153185699,363,326,77,0.1258169934640522
sequence analysis protein,OpenAIRE,peptide sequence,OpenAlex,0.8457468886300952,162,326,49,0.1116173120728929
amino acid sequence,OpenAIRE,peptide sequence,OpenAlex,0.8046650063121249,352,326,117,0.2085561497326203
proteins,OpenAIRE,peptide sequence,OpenAlex,0.9065443420080568,686,326,129,0.146092865232163
sequence alignment,OpenAIRE,peptide sequence,OpenAlex,0.805008242113387,391,326,168,0.3060109289617486
databases protein,OpenAIRE,peptide sequence,OpenAlex,0.7441806889752564,240,326,55,0.1076320939334637
sequence homology amino acid,OpenAIRE,peptide sequence,OpenAlex,0.8178761505271385,87,326,41,0.1102150537634408
software,OpenAIRE,image (mathematics),OpenAlex,0.1127794383139786,10803,13556,2435,0.1110654989965334
pattern recognition,OpenAIRE,image (mathematics),OpenAlex,0.2238410898919751,7486,13556,2515,0.1357478274950073
image processing,OpenAIRE,image (mathematics),OpenAlex,0.2461017065339893,2466,13556,1533,0.1058044033404651
electrical engineering electronic engineering information engineering,OpenAIRE,image (mathematics),OpenAlex,0.278557923295041,20661,13556,3849,0.126745258166491
artificial intelligence image processing,OpenAIRE,image (mathematics),OpenAlex,0.3889363232402931,14227,13556,3177,0.1291148500365764
computer science,OpenAIRE,image (mathematics),OpenAlex,0.1780353009003106,35271,13556,5410,0.1246055692470691
applications of computer vision computer vision image processing,OpenAIRE,image (mathematics),OpenAlex,0.4289514189969839,4554,13556,1857,0.1142558296929797
mathematics,OpenAIRE,image (mathematics),OpenAlex,0.2988357941545289,18266,13556,3369,0.1184057920078726
constant (mathematics),OpenAIRE,constant (computer programming),OpenAlex,0.9627891162489256,258,383,149,0.3028455284552845
control theory,OpenAIRE,physics,OpenAlex,0.5942106196923211,6577,31946,4757,0.1408813599478765
engineering and technology,OpenAIRE,physics,OpenAlex,0.5712065695902565,29291,31946,9674,0.1876151503985416
electrical and electronic engineering,OpenAIRE,physics,OpenAlex,0.5709308038739218,10834,31946,5423,0.1451669031239125
natural sciences,OpenAIRE,physics,OpenAlex,0.6322003260075036,12609,31946,5283,0.1345233245060093
electrical engineering electronic engineering information engineering,OpenAIRE,physics,OpenAlex,0.6069085785357442,20661,31946,6334,0.1368832796663281
mathematics,OpenAIRE,physics,OpenAlex,0.8130305774705692,18266,31946,7114,0.1650656642999675
computer science,OpenAIRE,physics,OpenAlex,0.7243561164415667,35271,31946,8536,0.1454644603875189
engineering,OpenAIRE,physics,OpenAlex,0.6264913776032274,8149,31946,4216,0.1175060620418629
engineering and technology,OpenAIRE,quantum mechanics,OpenAlex,0.540595057281293,29291,18779,6159,0.1469542602180811
engineering,OpenAIRE,quantum mechanics,OpenAlex,0.5428264708896627,8149,18779,2862,0.118922961854899
electrical engineering electronic engineering information engineering,OpenAIRE,quantum mechanics,OpenAlex,0.5717047536861141,20661,18779,4208,0.1194368755676657
control theory,OpenAIRE,quantum mechanics,OpenAlex,0.6332106731795512,6577,18779,3724,0.1721523668639053
mathematics,OpenAIRE,quantum mechanics,OpenAlex,0.6256432603065157,18266,18779,4909,0.1527570326114015
nonlinear system,OpenAIRE,quantum mechanics,OpenAlex,0.6476871330356466,2295,18779,1959,0.1024849594559246
electrical and electronic engineering,OpenAIRE,quantum mechanics,OpenAlex,0.586389746774233,10834,18779,3948,0.1538281706604325
psychology,OpenAIRE,psychology,OpenAlex,0.6744615937991318,15018,27891,14244,0.4969126111983254
business,OpenAIRE,psychology,OpenAlex,0.3811524664714403,50194,27891,10666,0.1582046604073035
humans,OpenAIRE,psychology,OpenAlex,0.3963452826205165,18454,27891,10008,0.2754217464292594
medical and health sciences,OpenAIRE,psychology,OpenAlex,0.6464770205352878,20359,27891,7941,0.1970031506611426
education,OpenAIRE,psychology,OpenAlex,0.598347095505639,5938,27891,3439,0.1131622244159262
artificial intelligence,OpenAIRE,psychology,OpenAlex,0.5315865883700447,28362,27891,5118,0.1000880023467292
female,OpenAIRE,psychology,OpenAlex,0.2911116000357265,5800,27891,3935,0.1322422368597929
experimental and cognitive psychology,OpenAIRE,psychology,OpenAlex,0.7913232241251588,3240,27891,2939,0.1042494324631101
adult,OpenAIRE,psychology,OpenAlex,0.3356140677318778,4257,27891,3193,0.1102745639785874
cognition,OpenAIRE,psychology,OpenAlex,0.7073213604074343,3641,27891,3471,0.1236948077402801
social sciences,OpenAIRE,psychology,OpenAlex,0.7303397909770625,18175,27891,10274,0.2870473848904783
experimental psychology,OpenAIRE,psychology,OpenAlex,0.9114378990692604,4608,27891,4036,0.141798123880125
psychology and cognitive sciences,OpenAIRE,psychology,OpenAlex,0.8392580596394414,7582,27891,6485,0.2237132606595832
neurology neurosurgery,OpenAIRE,psychology,OpenAlex,0.3086549848974149,5805,27891,4169,0.1411928065838046
social psychology,OpenAIRE,psychology,OpenAlex,0.8011338853981462,6156,27891,5746,0.2030316949931097
cognitive psychology,OpenAIRE,psychology,OpenAlex,0.912697110652914,4062,27891,3948,0.1409748259239421
medicine,OpenAIRE,psychology,OpenAlex,0.6233518601108884,12215,27891,6131,0.1804562178072112
clinical medicine,OpenAIRE,psychology,OpenAlex,0.6971070840762086,11728,27891,5873,0.17403544123748
applied psychology,OpenAIRE,social psychology,OpenAlex,0.7030484168578686,1738,8919,1007,0.1043523316062176
economics and business,OpenAIRE,social psychology,OpenAlex,0.7086340075224565,8667,8919,1743,0.1100170422268509
developmental psychology,OpenAIRE,social psychology,OpenAlex,0.8194217618414429,2199,8919,1024,0.1014464038042401
social sciences,OpenAIRE,social psychology,OpenAlex,0.9434317521445392,18175,8919,4410,0.1944101569388115
psychology,OpenAIRE,social psychology,OpenAlex,0.8011338853981462,15018,8919,5419,0.2926341937574252
psychology,OpenAIRE,perception,OpenAlex,0.581949093816266,15018,4102,2395,0.1431988041853512
cognitive psychology,OpenAIRE,perception,OpenAlex,0.7219776877516411,4062,4102,981,0.1365724627592927
experimental and cognitive psychology,OpenAIRE,perception,OpenAlex,0.7463418417510741,3240,4102,678,0.1017406962785114
psychology and cognitive sciences,OpenAIRE,perception,OpenAlex,0.7129330929508126,7582,4102,1068,0.10060286360211
visual perception,OpenAIRE,perception,OpenAlex,0.8380239073070129,1744,4102,881,0.1774420946626384
communication,OpenAIRE,perception,OpenAlex,0.7099753711567087,2779,4102,699,0.1130702038175347
control theory,OpenAIRE,control (management),OpenAlex,0.3037947843606735,6577,12278,6089,0.4769700767664108
mechanical engineering,OpenAIRE,control (management),OpenAlex,0.3507797338247946,4593,12278,1986,0.1334229089687605
engineering,OpenAIRE,control (management),OpenAlex,0.3309886115582778,8149,12278,3956,0.2401797097929694
nonlinear system,OpenAIRE,control (management),OpenAlex,0.310398161879418,2295,12278,1338,0.1010955799017755
electrical engineering electronic engineering information engineering,OpenAIRE,control (management),OpenAlex,0.3970834780406793,20661,12278,3258,0.1097671911323742
electrical and electronic engineering,OpenAIRE,control (management),OpenAlex,0.3809283454914809,10834,12278,4687,0.25438263229308
control theory advanced driver assistance systems,OpenAIRE,control (management),OpenAlex,0.4954372618112098,2143,12278,1715,0.1349756020777585
control engineering,OpenAIRE,control (management),OpenAlex,0.409274408623202,2230,12278,1772,0.1391331658291457
control and systems engineering,OpenAIRE,control (management),OpenAlex,0.4041524237616669,5885,12278,3380,0.228641006561591
industrial engineering automation,OpenAIRE,control (management),OpenAlex,0.4671482316243338,4631,12278,2265,0.1546708549576618
value (ethics),OpenAIRE,value (mathematics),OpenAlex,0.9823218296267796,444,1258,300,0.2139800285306704
medicine,OpenAIRE,cognitive psychology,OpenAlex,0.5550276424184353,12215,8378,1980,0.1063772632031375
social sciences,OpenAIRE,cognitive psychology,OpenAlex,0.7451192850808116,18175,8378,3412,0.1474439306857957
brain neural circuits,OpenAIRE,cognitive psychology,OpenAlex,0.469037275219497,4434,8378,2086,0.1944807011001305
general psychology,OpenAIRE,cognitive psychology,OpenAlex,0.8297323419172835,2282,8378,1192,0.1258977608787494
perception,OpenAIRE,cognitive psychology,OpenAlex,0.7219776877516411,2485,8378,1360,0.1431127012522361
experimental psychology,OpenAIRE,cognitive psychology,OpenAlex,0.9037353909544136,4608,8378,2512,0.2398319648653809
neuropsychology and physiological psychology,OpenAIRE,cognitive psychology,OpenAlex,0.8993710514929703,1215,8378,886,0.1017572068450671
visual perception,OpenAIRE,cognitive psychology,OpenAlex,0.7183555161507247,1744,8378,1047,0.1153719008264462
psychology,OpenAIRE,cognitive psychology,OpenAlex,0.912697110652914,15018,8378,6440,0.3798065581505072
psychology and cognitive sciences,OpenAIRE,cognitive psychology,OpenAlex,0.8976534538123353,7582,8378,3097,0.2407680945347119
social psychology,OpenAIRE,cognitive psychology,OpenAlex,0.8144699335828544,6156,8378,1973,0.1570734814107157
experimental and cognitive psychology,OpenAIRE,cognitive psychology,OpenAlex,0.8953826421471518,3240,8378,2085,0.2187139410468897
clinical medicine,OpenAIRE,cognitive psychology,OpenAlex,0.7097822998815756,11728,8378,2514,0.1429058663028649
developmental and educational psychology,OpenAIRE,cognitive psychology,OpenAlex,0.7992299828043347,2290,8378,1174,0.1236570465557194
cognition neuropsychological assessment,OpenAIRE,cognitive psychology,OpenAlex,0.6355290682977944,2330,8378,1601,0.1757988360601735
adult,OpenAIRE,cognitive psychology,OpenAlex,0.3612433035122787,4257,8378,1569,0.141785649737936
male,OpenAIRE,cognitive psychology,OpenAlex,0.2748598000913182,6003,8378,2007,0.1621949248424115
female,OpenAIRE,cognitive psychology,OpenAlex,0.3116720876914104,5800,8378,1837,0.1488534154444534
cognitive neuroscience,OpenAIRE,cognitive psychology,OpenAlex,0.999999923622201,3175,8378,1377,0.1353183962264151
cognition,OpenAIRE,cognitive psychology,OpenAlex,0.9344322503642192,3641,8378,2431,0.2535460992907801
cognitive science,OpenAIRE,cognitive psychology,OpenAlex,0.921750008627656,1682,8378,915,0.1000546746856205
business,OpenAIRE,philosophy,OpenAlex,0.3698404446635957,50194,21820,9521,0.1523530635431168
