Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
web search query,OpenAIRE,web query classification,OpenAlex,0.936016654512306,44,46,22,0.3235294117647059
branching (linguistics),OpenAIRE,branching (polymer chemistry),OpenAlex,0.959338792872472,17,42,14,0.3111111111111111
tachycardia,OpenAIRE,ventricular tachycardia,OpenAlex,0.9271273624061948,10,6,5,0.4545454545454545
center of pressure (terrestrial locomotion),OpenAIRE,center of pressure (fluid mechanics),OpenAlex,0.9696158094979964,18,31,16,0.4848484848484848
spark (mathematics),OpenAIRE,spark (programming language),OpenAlex,0.9602023289220958,13,25,11,0.4074074074074074
holobiont,OpenAIRE,symbiosis,OpenAlex,0.6629926703709115,6,13,6,0.4615384615384615
ray tracing (graphics),OpenAIRE,ray tracing (physics),OpenAlex,0.981300832336266,36,27,23,0.575
beam tracing,OpenAIRE,distributed ray tracing,OpenAlex,0.649626937997934,7,9,4,0.3333333333333333
sympatric speciation,OpenAIRE,sympatry,OpenAlex,0.5325236469314858,49,35,20,0.3125
character displacement,OpenAIRE,sympatry,OpenAlex,0.3511268526844598,17,35,13,0.3333333333333333
boltzmann machine,OpenAIRE,restricted boltzmann machine,OpenAlex,0.808994342569648,65,40,25,0.3125
peppered moth,OpenAIRE,melanism,OpenAlex,0.1507611057133006,6,7,6,0.8571428571428571
join (sigma algebra),OpenAIRE,join (topology),OpenAlex,0.9059357468506146,7,13,5,0.3333333333333333
flicker noise,OpenAIRE,noise figure,OpenAlex,0.7538752246831146,48,77,29,0.3020833333333333
paraxial mesoderm,OpenAIRE,mesoderm,OpenAlex,0.878798784159725,15,16,13,0.7222222222222222
paraxial mesoderm,OpenAIRE,embryonic stem cell,OpenAlex,0.5773939436489501,15,23,13,0.52
vernier acuity,OpenAIRE,vernier scale,OpenAlex,0.5532801573914676,18,21,13,0.5
raman spectroscopy,OpenAIRE,raman scattering,OpenAlex,0.8688076629435768,49,32,20,0.3278688524590163
moral disengagement,OpenAIRE,moral reasoning,OpenAlex,0.8880425126412417,29,29,14,0.3181818181818182
appraisal theory,OpenAIRE,cognitive appraisal,OpenAlex,0.8478599453329603,11,17,7,0.3333333333333333
objectivity (science),OpenAIRE,objectivity (philosophy),OpenAlex,0.98558440425534,32,36,21,0.4468085106382978
recombination genetic,OpenAIRE,recombination,OpenAlex,0.8011717206663025,145,99,66,0.3707865168539326
hearing loss sensorineural,OpenAIRE,sensorineural hearing loss,OpenAlex,0.914380315259381,22,11,8,0.32
hearing aids,OpenAIRE,hearing aid,OpenAlex,0.7579624263280833,20,15,11,0.4583333333333333
building energy simulation,OpenAIRE,energy performance,OpenAlex,0.8541653735114906,7,11,5,0.3846153846153846
optimal stopping,OpenAIRE,stopping time,OpenAlex,0.6521328518067812,7,6,4,0.4444444444444444
planar straight-line graph,OpenAIRE,planar graph,OpenAlex,0.8015662123202046,11,18,8,0.3809523809523809
linkless embedding,OpenAIRE,book embedding,OpenAlex,0.6594698917156857,6,10,4,0.3333333333333333
nephropathy,OpenAIRE,contrast-induced nephropathy,OpenAlex,0.536923992364453,8,10,7,0.6363636363636364
nephrotoxicity,OpenAIRE,contrast-induced nephropathy,OpenAlex,0.547983150541303,8,10,6,0.5
chirality (chemistry),OpenAIRE,chirality (physics),OpenAlex,0.9927094949490836,13,21,8,0.3076923076923077
chirality (chemistry),OpenAIRE,nambu-jona-lasinio model,OpenAlex,0.5681704599787055,13,21,8,0.3076923076923077
terahertz radiation,OpenAIRE,terahertz spectroscopy and technology,OpenAlex,0.8761636864118219,30,10,10,0.3333333333333333
entrainment (chronobiology),OpenAIRE,entrainment (biomusicology),OpenAlex,0.9788377940186972,14,24,12,0.4615384615384615
relief mapping,OpenAIRE,projective texture mapping,OpenAlex,0.7166724512870594,6,11,4,0.3076923076923077
uvw mapping,OpenAIRE,projective texture mapping,OpenAlex,0.8173593636086824,6,11,4,0.3076923076923077
integrated pest management,OpenAIRE,pest analysis,OpenAlex,0.8321980138127787,16,19,11,0.4583333333333333
upstream (petroleum industry),OpenAIRE,upstream (networking),OpenAlex,0.9634108120856528,16,34,12,0.3157894736842105
distributed shared memory,OpenAIRE,distributed memory,OpenAlex,0.9118820861577308,10,12,6,0.375
human reliability,OpenAIRE,human error,OpenAlex,0.8213605913199,12,27,10,0.3448275862068966
medical record linkage,OpenAIRE,record linkage,OpenAlex,0.8653274895975501,9,8,4,0.3076923076923077
renal function,OpenAIRE,nephropathy,OpenAlex,0.7961250261535259,8,9,4,0.3076923076923077
semantic analytics,OpenAIRE,social semantic web,OpenAlex,0.6977187101129755,23,34,14,0.3255813953488372
recurrence plot,OpenAIRE,recurrence quantification analysis,OpenAlex,0.5793477378845885,14,24,10,0.3571428571428571
tilt (optics),OpenAIRE,tilt (camera),OpenAlex,0.9716218437629288,16,33,14,0.4
business process modeling,OpenAIRE,business process,OpenAlex,0.9562005231406344,35,77,26,0.3023255813953488
artifact-centric business process model,OpenAIRE,business process modeling,OpenAlex,0.8225164355755011,34,51,21,0.328125
business process management,OpenAIRE,business process modeling,OpenAlex,0.9489926313565628,24,51,18,0.3157894736842105
minimum cut,OpenAIRE,maximum cut,OpenAlex,0.9629217505710234,7,9,4,0.3333333333333333
deterministic encryption,OpenAIRE,probabilistic encryption,OpenAlex,0.9086906424972796,20,31,14,0.3783783783783784
multiplication,OpenAIRE,multiplication (music),OpenAlex,0.3677475845161822,37,54,25,0.3787878787878788
flocking (behavior),OpenAIRE,flocking (texture),OpenAlex,0.9663099079191182,30,32,25,0.6756756756756757
frequency standard,OpenAIRE,allan variance,OpenAlex,0.5692113786689695,6,11,5,0.4166666666666667
open-end fund,OpenAIRE,mutual fund,OpenAlex,0.5408224371456786,6,12,6,0.5
closed-end fund,OpenAIRE,mutual fund,OpenAlex,0.5430202349305401,5,12,4,0.3076923076923077
fund of funds,OpenAIRE,mutual fund,OpenAlex,0.7552974303017606,6,12,5,0.3846153846153846
suprachiasmatic nucleus,OpenAIRE,bacterial circadian rhythms,OpenAlex,0.6113887742409968,5,7,3,0.3333333333333333
sexual abuse,OpenAIRE,child abuse,OpenAlex,0.8420108538088958,26,23,13,0.3611111111111111
hallucinations,OpenAIRE,visual hallucination,OpenAlex,0.6561603967017826,37,13,12,0.3157894736842105
artificial insemination,OpenAIRE,insemination,OpenAlex,0.900926513332949,7,8,4,0.3636363636363636
digital elevation model,OpenAIRE,elevation (ballistics),OpenAlex,0.3612382776767687,81,65,40,0.3773584905660377
elevation,OpenAIRE,elevation (ballistics),OpenAlex,0.447774409716926,43,65,26,0.3170731707317073
polymorphism (materials science),OpenAIRE,polymorphism (computer science),OpenAlex,0.9831485724117413,9,16,6,0.3157894736842105
particle image velocimetry,OpenAIRE,particle tracking velocimetry,OpenAlex,0.8713012502232949,26,9,9,0.3461538461538461
programmed cell death,OpenAIRE,apoptosis,OpenAlex,0.5394490842148065,12,16,9,0.4736842105263157
probiotics,OpenAIRE,probiotic,OpenAlex,0.934421421400774,7,8,6,0.6666666666666666
annealing (metallurgy),OpenAIRE,annealing (glass),OpenAlex,0.9651081657328634,22,24,13,0.3939393939393939
tension (physics),OpenAIRE,tension (geology),OpenAlex,0.9847089514052224,17,20,10,0.3703703703703703
geniculate bodies,OpenAIRE,lateral geniculate nucleus,OpenAlex,0.7137727461893869,34,19,13,0.325
head and neck neoplasms,OpenAIRE,head and neck,OpenAlex,0.9433284134676998,17,11,8,0.4
high dynamic range,OpenAIRE,high-dynamic-range imaging,OpenAlex,0.7883770823477823,43,27,20,0.4
quantum byzantine agreement,OpenAIRE,byzantine fault tolerance,OpenAlex,0.6185426138820561,9,15,7,0.4117647058823529
biofilms,OpenAIRE,biofilm,OpenAlex,0.9999998785729356,8,19,7,0.35
magnetic levitation,OpenAIRE,levitation,OpenAlex,0.8763428651550652,14,7,5,0.3125
purkinje cells,OpenAIRE,purkinje cell,OpenAlex,0.8451934683074415,11,7,5,0.3846153846153846
diverticulitis colonic,OpenAIRE,diverticulitis,OpenAlex,0.6759781157309421,6,7,5,0.625
probit,OpenAIRE,probit model,OpenAlex,0.7790714208007354,21,38,15,0.3409090909090909
reset (computing),OpenAIRE,reset (finance),OpenAlex,0.9788512126599976,16,22,11,0.4074074074074074
wnt proteins,OpenAIRE,wnt signaling pathway,OpenAlex,0.8491482633839629,6,6,4,0.5
traffic sign recognition,OpenAIRE,traffic sign,OpenAlex,0.9209562921000902,16,18,12,0.5454545454545454
artificial cells,OpenAIRE,artificial cell,OpenAlex,0.9021953080488636,7,9,4,0.3333333333333333
cardiopulmonary resuscitation,OpenAIRE,resuscitation,OpenAlex,0.8907277528382258,4,6,3,0.4285714285714285
unified modeling language,OpenAIRE,class diagram,OpenAlex,0.594023972153033,29,13,12,0.4
sequence diagram,OpenAIRE,class diagram,OpenAlex,0.7249191253499389,6,13,5,0.3571428571428571
mutual fund,OpenAIRE,open-end fund,OpenAlex,0.5408224371456786,13,7,6,0.4285714285714285
uncanny valley,OpenAIRE,uncanny,OpenAlex,0.5593189284041389,11,10,7,0.5
feature hashing,OpenAIRE,double hashing,OpenAlex,0.7656634113979893,20,28,13,0.3714285714285714
universal hashing,OpenAIRE,feature hashing,OpenAlex,0.8079210159016839,14,24,9,0.3103448275862069
riccati equation,OpenAIRE,algebraic riccati equation,OpenAlex,0.9078843593085436,49,35,26,0.4482758620689655
algebraic riccati equation,OpenAIRE,riccati equation,OpenAlex,0.9078843593085436,33,59,25,0.373134328358209
pluralistic walkthrough,OpenAIRE,cognitive walkthrough,OpenAlex,0.8224461072792536,7,9,4,0.3333333333333333
heuristic evaluation,OpenAIRE,cognitive walkthrough,OpenAlex,0.7211067254947108,20,9,7,0.3181818181818182
velocity moments,OpenAIRE,image moment,OpenAlex,0.6957327004898137,20,16,9,0.3333333333333333
ball tree,OpenAIRE,best bin first,OpenAlex,0.2857746196679244,15,28,11,0.34375
exposure therapy,OpenAIRE,virtual reality exposure therapy,OpenAlex,0.8654483590080477,12,13,8,0.4705882352941176
neuroradiology,OpenAIRE,neurology,OpenAlex,0.9999999645202712,27,34,18,0.4186046511627907
delaunay triangulation,OpenAIRE,constrained delaunay triangulation,OpenAlex,0.9499788565902406,25,10,9,0.3461538461538461
huntington disease,OpenAIRE,huntington's disease,OpenAlex,0.6550156351848196,10,8,7,0.6363636363636364
molecular orbital,OpenAIRE,atomic orbital,OpenAlex,0.8792221110505082,6,11,4,0.3076923076923077
modus tollens,OpenAIRE,modus ponens,OpenAlex,0.8455006783755218,6,11,4,0.3076923076923077
reserve design,OpenAIRE,nature reserve,OpenAlex,0.7547031005000245,10,15,6,0.3157894736842105
music and emotion,OpenAIRE,music psychology,OpenAlex,0.8134262506344792,11,18,7,0.3181818181818182
critical point (thermodynamics),OpenAIRE,critical point (mathematics),OpenAlex,0.986922608171751,28,29,17,0.425
lymphatic metastasis,OpenAIRE,lymph node,OpenAlex,0.8040555530878825,13,7,5,0.3333333333333333
lymph nodes,OpenAIRE,lymph node,OpenAlex,0.9583957029327436,9,7,6,0.6
fluorescence resonance energy transfer,OpenAIRE,forster resonance energy transfer,OpenAlex,0.971635249603603,7,10,5,0.4166666666666667
codon,OpenAIRE,codon usage bias,OpenAlex,0.7853175450770788,58,56,36,0.4615384615384615
carcinoma hepatocellular,OpenAIRE,hepatocellular carcinoma,OpenAlex,0.8394893401479919,14,10,6,0.3333333333333333
top-down parsing,OpenAIRE,bottom-up parsing,OpenAlex,0.7454927282883312,26,21,13,0.3823529411764705
exons,OpenAIRE,exon,OpenAlex,0.5682613600137746,29,17,11,0.3142857142857143
phasor,OpenAIRE,phasor measurement unit,OpenAlex,0.797021544891218,62,32,24,0.3428571428571428
deflection (engineering),OpenAIRE,deflection (physics),OpenAlex,0.986317664179221,31,40,21,0.42
moral disengagement,OpenAIRE,moral psychology,OpenAlex,0.8675534006951243,29,13,11,0.3548387096774194
cochlear implants,OpenAIRE,cochlear implant,OpenAlex,0.9775932954938572,29,34,24,0.6153846153846154
cochlear implantation,OpenAIRE,cochlear implant,OpenAlex,0.8624291995025046,13,34,13,0.3823529411764705
database-centric architecture,OpenAIRE,reference architecture,OpenAlex,0.6853724415007624,6,11,4,0.3076923076923077
magnesium,OpenAIRE,magnesium alloy,OpenAlex,0.8251468038819362,23,18,10,0.3225806451612903
photoactivated localization microscopy,OpenAIRE,super-resolution microscopy,OpenAlex,0.7410111937302432,20,31,15,0.4166666666666667
vehicular ad hoc network,OpenAIRE,wireless ad hoc network,OpenAlex,0.9832857760101444,39,72,28,0.3373493975903614
s ribosomal rna,OpenAIRE,s ribosomal rna,OpenAlex,0.9281319478743932,14,25,11,0.3928571428571428
solar irradiance,OpenAIRE,irradiance,OpenAlex,0.7602182991825143,21,33,14,0.35
design science research,OpenAIRE,design science,OpenAlex,0.9611900280701536,13,8,6,0.4
reactivity (chemistry),OpenAIRE,reactivity (psychology),OpenAlex,0.9897698443600504,11,26,9,0.3214285714285714
tandem mass spectrum,OpenAIRE,tandem,OpenAlex,0.5075126694153714,7,12,5,0.3571428571428571
nodule (medicine),OpenAIRE,nodule (geology),OpenAlex,0.9759064643792382,15,19,10,0.4166666666666667
game design,OpenAIRE,game developer,OpenAlex,0.9017857727237732,31,19,12,0.3157894736842105
density dependence,OpenAIRE,population density,OpenAlex,0.8549002423024852,10,10,6,0.4285714285714285
security through obscurity,OpenAIRE,security information and event management,OpenAlex,0.8193967829109872,11,17,7,0.3333333333333333
isometric contraction,OpenAIRE,isometric exercise,OpenAlex,0.7805381441048,26,39,16,0.3265306122448979
iris (anatomy),OpenAIRE,iris (biosensor),OpenAlex,0.965243162866008,20,50,18,0.3461538461538461
biological specimen banks,OpenAIRE,biobank,OpenAlex,0.586709850929475,9,14,6,0.3529411764705882
digital topology,OpenAIRE,extension topology,OpenAlex,0.735959956067511,11,9,5,0.3333333333333333
polyacrylamide gel electrophoresis,OpenAIRE,polyacrylamide,OpenAlex,0.8592212716385306,13,12,8,0.4705882352941176
helix,OpenAIRE,snail,OpenAlex,0.121304618497041,18,16,10,0.4166666666666667
requirements traceability,OpenAIRE,requirement,OpenAlex,0.90812414144901,6,8,4,0.4
enterprise information system,OpenAIRE,enterprise software,OpenAlex,0.8140482516569402,6,8,4,0.4
erotica,OpenAIRE,pornography,OpenAlex,0.4923578598266153,7,8,4,0.3636363636363636
fundamental matrix (computer vision),OpenAIRE,fundamental matrix (linear differential equation),OpenAlex,0.9393738272174804,13,19,10,0.4545454545454545
electronic filter topology,OpenAIRE,voltage-controlled filter,OpenAlex,0.7262633347322458,11,8,6,0.4615384615384615
low-density parity-check code,OpenAIRE,serial concatenated convolutional codes,OpenAlex,0.6060217329574537,10,7,4,0.3076923076923077
list decoding,OpenAIRE,sequential decoding,OpenAlex,0.6486030468754749,10,12,6,0.375
leakage (electronics),OpenAIRE,leakage (economics),OpenAlex,0.9809847114979384,18,22,11,0.3793103448275862
canopy,OpenAIRE,tree canopy,OpenAlex,0.8371323443920202,25,12,9,0.3214285714285714
abandonment (emotional),OpenAIRE,abandonment (legal),OpenAlex,0.9638090090034888,7,12,6,0.4615384615384615
sequencing techniques,OpenAIRE,nanopore sequencing,OpenAlex,0.7869957285429633,7,9,4,0.3333333333333333
nanopores,OpenAIRE,nanopore sequencing,OpenAlex,0.7171922863566862,7,9,5,0.4545454545454545
nanopore,OpenAIRE,nanopore sequencing,OpenAlex,0.8781705008476314,6,9,4,0.3636363636363636
inverse probability weighting,OpenAIRE,inverse probability,OpenAlex,0.9368167560061826,10,9,5,0.3571428571428571
switched reluctance motor,OpenAIRE,reluctance motor,OpenAlex,0.9230814557087428,39,22,20,0.4878048780487805
indoor positioning system,OpenAIRE,hybrid positioning system,OpenAlex,0.8927579416933383,7,12,6,0.4615384615384615
indoor positioning system,OpenAIRE,positioning system,OpenAlex,0.9138597668746395,7,16,6,0.3529411764705882
missile guidance,OpenAIRE,missile,OpenAlex,0.825084970534391,13,28,10,0.3225806451612903
elmore delay,OpenAIRE,delay calculation,OpenAlex,0.8304802330354372,9,10,5,0.3571428571428571
delay calculation,OpenAIRE,elmore delay,OpenAlex,0.8304802330354372,10,9,5,0.3571428571428571
direct torque control,OpenAIRE,torque ripple,OpenAlex,0.5850566129087691,97,50,38,0.3486238532110092
torque motor,OpenAIRE,stall torque,OpenAlex,0.7881807142499491,24,30,13,0.3170731707317073
torque ripple,OpenAIRE,stall torque,OpenAlex,0.7739750729741665,38,30,19,0.3877551020408163
synchrotron radiation,OpenAIRE,synchrotron,OpenAlex,0.9035616187311756,21,22,13,0.4333333333333333
nest,OpenAIRE,nest (protein structural motif),OpenAlex,0.1968774370292423,24,33,17,0.425
parallel tempering,OpenAIRE,tempering,OpenAlex,0.875084865944331,18,6,6,0.3333333333333333
consumer ethnocentrism,OpenAIRE,ethnocentrism,OpenAlex,0.7758757199380214,5,14,5,0.3571428571428571
hospitality,OpenAIRE,hospitality industry,OpenAlex,0.8431778956466416,30,41,22,0.4489795918367347
weapon target assignment problem,OpenAIRE,assignment problem,OpenAlex,0.8382658800299699,13,17,8,0.3636363636363636
neuroradiology,OpenAIRE,interventional radiology,OpenAlex,0.8802356879157958,27,18,13,0.40625
olfactory bulb,OpenAIRE,olfactory system,OpenAlex,0.6551232894828309,17,19,9,0.3333333333333333
olfactory pathways,OpenAIRE,olfactory system,OpenAlex,0.765349636321341,16,19,9,0.3461538461538461
privilege (social inequality),OpenAIRE,privilege (computing),OpenAlex,0.936307821474248,18,26,16,0.5714285714285714
telomerase,OpenAIRE,telomere,OpenAlex,0.7662420239155888,8,8,6,0.6
multivalued dependency,OpenAIRE,functional dependency,OpenAlex,0.7946614861748409,11,22,9,0.375
mutagenesis (molecular biology technique),OpenAIRE,mutagenesis,OpenAlex,0.5505259914944569,24,22,12,0.3529411764705882
hardening (metallurgy),OpenAIRE,hardening (computing),OpenAlex,0.9644240749002032,12,22,11,0.4782608695652174
delamination,OpenAIRE,subduction,OpenAlex,0.7880605617510493,18,25,11,0.34375
emergency service hospital,OpenAIRE,emergency department,OpenAlex,0.8227870501788862,13,16,7,0.3181818181818182
digital tomosynthesis mammography,OpenAIRE,tomosynthesis,OpenAlex,0.7612142233598806,6,7,4,0.4444444444444444
consistency model,OpenAIRE,causal consistency,OpenAlex,0.8070878074787612,20,9,8,0.3809523809523809
non-lock concurrency control,OpenAIRE,concurrency control,OpenAlex,0.7393825888888973,6,14,5,0.3333333333333333
optimistic concurrency control,OpenAIRE,concurrency control,OpenAlex,0.961406917438065,6,14,5,0.3333333333333333
distributed concurrency control,OpenAIRE,concurrency control,OpenAlex,0.9597577925827232,6,14,5,0.3333333333333333
multiversion concurrency control,OpenAIRE,concurrency control,OpenAlex,0.9999999829872545,7,14,5,0.3125
consistency model,OpenAIRE,sequential consistency,OpenAlex,0.7952122064749271,20,19,13,0.5
phobic disorders,OpenAIRE,social anxiety,OpenAlex,0.5832361043793706,31,32,16,0.3404255319148936
active packaging,OpenAIRE,packaging engineering,OpenAlex,0.7860213067105906,8,6,4,0.4
wolfe conditions,OpenAIRE,derivation of the conjugate gradient method,OpenAlex,0.4988175374839004,6,11,5,0.4166666666666667
limb apraxia,OpenAIRE,apraxia,OpenAlex,0.7629354662876385,9,19,8,0.4
soil pollutants,OpenAIRE,soil contamination,OpenAlex,0.9609386851724038,12,6,5,0.3846153846153846
test compression,OpenAIRE,test vector,OpenAlex,0.8827837502042967,8,12,5,0.3333333333333333
attention deficit disorder with hyperactivity,OpenAIRE,attention deficit hyperactivity disorder,OpenAlex,0.9420988094272452,46,27,22,0.4313725490196078
vestibule labyrinth,OpenAIRE,vestibular system,OpenAlex,0.3761632604855944,29,52,19,0.3064516129032258
sigmoid diseases,OpenAIRE,sigmoid colon,OpenAlex,0.7495443661638992,4,6,3,0.4285714285714285
diverticulitis,OpenAIRE,rectum,OpenAlex,0.4169796998288093,7,7,4,0.4
time hierarchy theorem,OpenAIRE,universal turing machine,OpenAlex,0.5720680648630962,7,20,7,0.35
semiparametric model,OpenAIRE,semiparametric regression,OpenAlex,0.8377930902291129,18,28,14,0.4375
propositional variable,OpenAIRE,well-formed formula,OpenAlex,0.612114700500552,13,8,7,0.5
whales,OpenAIRE,whale,OpenAlex,0.8850889654550824,10,10,5,0.3333333333333333
terror management theory,OpenAIRE,mortality salience,OpenAlex,0.6888520026122357,10,6,5,0.4545454545454545
anterior cruciate ligament injuries,OpenAIRE,anterior cruciate ligament,OpenAlex,0.9374512216792664,5,6,4,0.5714285714285714
stimulus control,OpenAIRE,nicotine,OpenAlex,0.3203980585061881,25,28,13,0.325
statistical manifold,OpenAIRE,riemannian manifold,OpenAlex,0.8647699636382721,10,15,6,0.3157894736842105
quality function deployment,OpenAIRE,value engineering,OpenAlex,0.7694939464693463,30,16,14,0.4375
diesel engine,OpenAIRE,diesel fuel,OpenAlex,0.814539153725291,10,19,8,0.3809523809523809
electronic filter topology,OpenAIRE,electronic filter,OpenAlex,0.936209408517341,11,12,6,0.3529411764705882
advance care planning,OpenAIRE,palliative care,OpenAlex,0.9098614877307056,7,22,7,0.3181818181818182
hierarchical structure of the big five,OpenAIRE,alternative five model of personality,OpenAlex,0.878684244802056,7,9,5,0.4545454545454545
bounding interval hierarchy,OpenAIRE,bounding volume,OpenAlex,0.7824267134639689,8,9,4,0.3076923076923077
bounding volume hierarchy,OpenAIRE,bounding volume,OpenAlex,0.9465163031034582,8,9,5,0.4166666666666667
antiparallel (biochemistry),OpenAIRE,antiparallel (mathematics),OpenAlex,0.9925118091405636,6,9,6,0.6666666666666666
subthalamic nucleus,OpenAIRE,deep brain stimulation,OpenAlex,0.6228332208454339,10,18,9,0.4736842105263157
supplementary eye field,OpenAIRE,frontal eye fields,OpenAlex,0.8990529514016863,13,12,6,0.3157894736842105
critical illness,OpenAIRE,critically ill,OpenAlex,0.5691907265849584,12,8,7,0.5384615384615384
maximum cut,OpenAIRE,minimum cut,OpenAlex,0.9629217505710234,9,11,6,0.4285714285714285
neutrino,OpenAIRE,neutrino oscillation,OpenAlex,0.8321170847528628,7,8,4,0.3636363636363636
directed evolution,OpenAIRE,directed molecular evolution,OpenAlex,0.9394300658414968,21,19,14,0.5384615384615384
digital soil mapping,OpenAIRE,soil map,OpenAlex,0.7384297243694554,9,20,8,0.3809523809523809
quantum chromodynamics,OpenAIRE,lattice qcd,OpenAlex,0.6522662158213293,22,10,9,0.391304347826087
peer assessment,OpenAIRE,peer evaluation,OpenAlex,0.9794220043970094,18,11,9,0.45
missile,OpenAIRE,missile guidance,OpenAlex,0.825084970534391,16,13,8,0.3809523809523809
permeability (earth sciences),OpenAIRE,permeability (electromagnetism),OpenAlex,0.9485303204230072,11,20,10,0.4761904761904761
settlement (structural),OpenAIRE,settlement (finance),OpenAlex,0.9786518476370958,10,31,10,0.3225806451612903
reluctance motor,OpenAIRE,magnetic reluctance,OpenAlex,0.6856474017157997,17,23,10,0.3333333333333333
enterprise information system,OpenAIRE,enterprise architecture,OpenAlex,0.7675894678675013,6,10,4,0.3333333333333333
enterprise information system,OpenAIRE,enterprise systems engineering,OpenAlex,0.8864456618667766,6,6,4,0.5
phosphatidylcholine,OpenAIRE,phospholipid,OpenAlex,0.6165838492532236,7,10,5,0.4166666666666667
fast multipole method,OpenAIRE,multipole expansion,OpenAlex,0.6369247420965578,6,8,4,0.4
torsion (mechanics),OpenAIRE,torsion (gastropod),OpenAlex,0.9813964309789466,19,20,11,0.3928571428571428
event tree,OpenAIRE,event tree analysis,OpenAlex,0.9108585245997451,9,9,5,0.3846153846153846
antibodies monoclonal,OpenAIRE,monoclonal antibody,OpenAlex,0.8172524110688728,15,12,7,0.35
insemination,OpenAIRE,artificial insemination,OpenAlex,0.900926513332949,7,7,4,0.4
medicine chinese traditional,OpenAIRE,traditional chinese medicine,OpenAlex,0.9134840876845398,7,7,4,0.4
squeezed coherent state,OpenAIRE,coherent states,OpenAlex,0.8246968729346238,17,19,10,0.3846153846153846
myotonic dystrophy,OpenAIRE,myotonia,OpenAlex,0.9440370358462482,13,6,6,0.4615384615384615
pseudo amino acid composition,OpenAIRE,dipeptide,OpenAlex,0.7117434371070462,25,27,16,0.4444444444444444
molding (process),OpenAIRE,molding (decorative),OpenAlex,0.9677252357761148,7,6,5,0.625
glare (vision),OpenAIRE,glare,OpenAlex,0.5438680890936545,7,14,7,0.5
shunt (electrical),OpenAIRE,shunt (medical),OpenAlex,0.973794756621466,13,14,7,0.35
hedonic index,OpenAIRE,price index,OpenAlex,0.6843613194772692,6,6,3,0.3333333333333333
hedonic index,OpenAIRE,hedonic pricing,OpenAlex,0.6037619276067194,6,15,5,0.3125
rate-monotonic scheduling,OpenAIRE,two-level scheduling,OpenAlex,0.7722659031064393,21,10,8,0.3478260869565217
round-robin scheduling,OpenAIRE,two-level scheduling,OpenAlex,0.7471622662081825,8,10,7,0.6363636363636364
rate-monotonic scheduling,OpenAIRE,dynamic priority scheduling,OpenAlex,0.6513745583416577,21,22,10,0.303030303030303
quantum cryptography,OpenAIRE,quantum key distribution,OpenAlex,0.7293415150439135,16,12,8,0.4
ensemble prediction,OpenAIRE,ensemble average,OpenAlex,0.6412838211779632,10,12,6,0.375
dengue virus,OpenAIRE,dengue fever,OpenAlex,0.7383220567057872,9,10,7,0.5833333333333334
dengue,OpenAIRE,dengue fever,OpenAlex,0.8452448422698249,8,10,6,0.5
ringing,OpenAIRE,ringing artifacts,OpenAlex,0.7816958193371569,8,9,4,0.3076923076923077
selective laser sintering,OpenAIRE,sintering,OpenAlex,0.7772399607374377,6,15,5,0.3125
flyback transformer,OpenAIRE,flyback converter,OpenAlex,0.8418195396568624,6,6,4,0.5
meiosis,OpenAIRE,homologous recombination,OpenAlex,0.8139558700762537,28,18,11,0.3142857142857143
distributed shared memory,OpenAIRE,uniform memory access,OpenAlex,0.7114585491259782,10,7,5,0.4166666666666667
key management,OpenAIRE,key distribution,OpenAlex,0.9456758214093576,8,8,4,0.3333333333333333
octopus,OpenAIRE,octopus (software),OpenAlex,0.162911577536956,6,11,6,0.5454545454545454
nanopores,OpenAIRE,nanopore,OpenAlex,0.6852152300450883,7,8,4,0.3636363636363636
two-level scheduling,OpenAIRE,fair-share scheduling,OpenAlex,0.6661598804996016,12,15,7,0.35
rate-monotonic scheduling,OpenAIRE,fair-share scheduling,OpenAlex,0.7073741421821073,21,15,9,0.3333333333333333
spherical aberration,OpenAIRE,contrast transfer function,OpenAlex,0.7468498888991875,12,13,6,0.3157894736842105
charcoal,OpenAIRE,activated carbon,OpenAlex,0.5157554159714228,6,10,4,0.3333333333333333
image cytometry,OpenAIRE,cytometry,OpenAlex,0.7795316626877907,15,10,6,0.3157894736842105
general data protection regulation,OpenAIRE,data protection act,OpenAlex,0.8661169104751018,6,6,4,0.5
sleep apnea,OpenAIRE,obstructive sleep apnea,OpenAlex,0.9121860091320296,10,6,5,0.4545454545454545
sleep apnea,OpenAIRE,apnea,OpenAlex,0.7820084164802387,10,11,5,0.3125
silent mutation,OpenAIRE,missense mutation,OpenAlex,0.7681720403919731,12,18,7,0.3043478260869565
teacher leadership,OpenAIRE,educational leadership,OpenAlex,0.8213113372596006,7,18,6,0.3157894736842105
instructional leadership,OpenAIRE,educational leadership,OpenAlex,0.9458119923788932,11,18,9,0.45
instructional leadership,OpenAIRE,distributed leadership,OpenAlex,0.8679630894328028,11,9,5,0.3333333333333333
teacher leadership,OpenAIRE,instructional leadership,OpenAlex,0.8100590311165142,7,11,5,0.3846153846153846
group sequential,OpenAIRE,interim analysis,OpenAlex,0.5987188592172319,8,10,5,0.3846153846153846
interim,OpenAIRE,interim analysis,OpenAlex,0.8339490631506181,18,10,7,0.3333333333333333
surface plasmon,OpenAIRE,surface plasmon resonance,OpenAlex,0.9567232809279246,11,18,7,0.3181818181818182
