Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
destinations,OpenAlex,types of tourism/tourism,OpenAIRE,0.5642011689341176,29,53,22,0.3666666666666666
tourism,OpenAlex,types of tourism/tourism,OpenAIRE,0.5210218538940793,62,53,37,0.4743589743589743
usability,OpenAlex,technology acceptance model,OpenAIRE,0.7666458976723987,83,33,30,0.3488372093023256
construct (python library),OpenAlex,construct (philosophy),OpenAIRE,0.9590375021285316,400,191,160,0.37122969837587
tourism,OpenAlex,"sport, leisure & tourism",OpenAIRE,0.5515879723656767,62,62,37,0.425287356321839
stochastic volatility,OpenAlex,variance swap,OpenAIRE,0.6912015722300171,9,2,2,0.2222222222222222
stochastic volatility,OpenAlex,forward volatility,OpenAIRE,0.6931839970579775,9,2,2,0.2222222222222222
resilience (network),OpenAIRE,resilience (materials science),OpenAlex,0.9463773548355112,34,51,28,0.4912280701754385
variable (computer science),OpenAIRE,variable (mathematics),OpenAlex,0.9660251885282904,111,203,61,0.2411067193675889
mode (statistics),OpenAIRE,mode (computer interface),OpenAlex,0.9607874129796686,42,89,25,0.2358490566037736
mode (computer interface),OpenAlex,mode (statistics),OpenAIRE,0.9607874129796686,89,42,25,0.2358490566037736
robot,OpenAlex,mobile robot,OpenAIRE,0.8122778948587305,680,163,143,0.2042857142857143
position (finance),OpenAlex,position (vector),OpenAIRE,0.9650442132818242,223,94,68,0.2730923694779116
regression analysis,OpenAIRE,regression,OpenAlex,0.8969636650252784,274,231,97,0.2377450980392156
content (freudian dream analysis),OpenAIRE,content (measure theory),OpenAlex,0.9597583954679404,12,35,8,0.2051282051282051
test (biology),OpenAlex,test (assessment),OpenAIRE,0.9778323497470712,243,150,95,0.3187919463087248
seismic noise,OpenAIRE,ambient noise level,OpenAlex,0.7319286792504928,8,16,6,0.3333333333333333
face (sociological concept),OpenAlex,facial recognition system,OpenAIRE,0.3411030594101822,324,210,138,0.3484848484848485
leadership,OpenAIRE,leadership studies,OpenAlex,0.7892857150325381,29,17,8,0.2105263157894736
shared leadership,OpenAIRE,transactional leadership,OpenAlex,0.7137066981055191,22,30,10,0.238095238095238
transformational leadership,OpenAIRE,transactional leadership,OpenAlex,0.9154552919433324,21,30,11,0.275
transformational leadership,OpenAIRE,shared leadership,OpenAlex,0.7648233574068887,21,22,10,0.303030303030303
leadership,OpenAIRE,shared leadership,OpenAlex,0.7970327862983662,29,22,10,0.2439024390243902
shared leadership,OpenAIRE,servant leadership,OpenAlex,0.6941903603105612,22,8,8,0.3636363636363636
shared leadership,OpenAIRE,leadership,OpenAlex,0.7970327862983662,22,10,7,0.28
leadership,OpenAIRE,leadership style,OpenAlex,0.7023012382597227,29,32,12,0.2448979591836734
transactional leadership,OpenAIRE,leadership style,OpenAlex,0.6307266768715613,28,32,17,0.3953488372093023
transformational leadership,OpenAIRE,leadership style,OpenAlex,0.7169669029214574,21,32,13,0.325
transactional leadership,OpenAIRE,transformational leadership,OpenAlex,0.9154552919433324,28,21,10,0.2564102564102564
leadership style,OpenAIRE,transformational leadership,OpenAlex,0.7169669029214574,20,21,11,0.3666666666666666
transactional leadership,OpenAlex,shared leadership,OpenAIRE,0.7137066981055191,30,22,10,0.238095238095238
servant leadership,OpenAlex,shared leadership,OpenAIRE,0.6941903603105612,8,22,8,0.3636363636363636
leadership,OpenAlex,shared leadership,OpenAIRE,0.7970327862983662,10,22,7,0.28
shared leadership,OpenAlex,leadership,OpenAIRE,0.7970327862983662,22,29,10,0.2439024390243902
leadership studies,OpenAlex,leadership,OpenAIRE,0.7892857150325381,17,29,8,0.2105263157894736
leadership style,OpenAlex,leadership,OpenAIRE,0.7023012382597227,32,29,12,0.2448979591836734
leadership style,OpenAlex,transactional leadership,OpenAIRE,0.6307266768715613,32,28,17,0.3953488372093023
transformational leadership,OpenAlex,transactional leadership,OpenAIRE,0.9154552919433324,21,28,10,0.2564102564102564
transformational leadership,OpenAlex,leadership style,OpenAIRE,0.7169669029214574,21,20,11,0.3666666666666666
"epigenesis, genetic",OpenAIRE,epigenetics,OpenAlex,0.7550417246959826,8,15,4,0.2105263157894736
feedback linearization,OpenAIRE,linearization,OpenAlex,0.8684998919243695,22,40,11,0.2156862745098039
optical flow estimation,OpenAIRE,optical flow,OpenAlex,0.9611174108950764,14,67,14,0.208955223880597
process (computing),OpenAlex,process (engineering),OpenAIRE,0.9873242779792394,1429,611,444,0.2781954887218045
binomial distribution,OpenAlex,negative binomial distribution,OpenAIRE,0.9398485284731593,6,7,3,0.3
latency (engineering),OpenAIRE,latency (audio),OpenAlex,0.9619795354404964,12,33,8,0.2162162162162162
wavelet packet decomposition,OpenAIRE,discrete wavelet transform,OpenAlex,0.8112554062964653,56,126,34,0.2297297297297297
wavelet transform,OpenAIRE,discrete wavelet transform,OpenAlex,0.9609140119629656,169,126,70,0.3111111111111111
wavelet,OpenAIRE,discrete wavelet transform,OpenAlex,0.7815481221676059,241,126,87,0.3107142857142857
discrete wavelet transform,OpenAIRE,wavelet transform,OpenAlex,0.9609140119629656,64,204,58,0.2761904761904762
wavelet,OpenAIRE,wavelet transform,OpenAlex,0.8143585237547277,241,204,142,0.4686468646864686
wavelet transform,OpenAlex,discrete wavelet transform,OpenAIRE,0.9609140119629656,204,64,58,0.2761904761904762
wavelet packet decomposition,OpenAlex,discrete wavelet transform,OpenAIRE,0.8112554062964653,37,64,26,0.3466666666666667
stationary wavelet transform,OpenAlex,lifting scheme,OpenAIRE,0.5972074650979385,33,24,16,0.3902439024390244
discrete wavelet transform,OpenAlex,wavelet packet decomposition,OpenAIRE,0.8112554062964653,126,56,34,0.2297297297297297
stationary wavelet transform,OpenAlex,wavelet packet decomposition,OpenAIRE,0.8159665803685952,33,56,24,0.3692307692307692
authentication,OpenAIRE,authentication (law),OpenAlex,0.359044782780506,27,41,20,0.4166666666666667
spoofing attack,OpenAlex,attack model,OpenAIRE,0.6317405883831227,6,4,2,0.25
abstraction (linguistics),OpenAIRE,abstraction,OpenAlex,0.3917186749758468,36,71,26,0.3209876543209876
realization (systems),OpenAIRE,realization (probability),OpenAlex,0.9781733082865433,28,66,20,0.2702702702702703
deviance (sociology),OpenAIRE,deviance (statistics),OpenAlex,0.986780141854272,6,11,3,0.2142857142857142
deviance (statistics),OpenAlex,deviance (sociology),OpenAIRE,0.986780141854272,11,6,3,0.2142857142857142
voltage,OpenAlex,electric power distribution/electrical grid/distributed generation,OpenAIRE,0.5140734348513621,441,196,118,0.2273603082851637
electric power system,OpenAlex,electric power distribution/electrical grid/distributed generation,OpenAIRE,0.6696137920178168,183,196,67,0.2147435897435897
gene expression,OpenAlex,gene expression profiling,OpenAIRE,0.9588905005122984,166,119,55,0.2391304347826087
quantum information,OpenAIRE,quantum entanglement,OpenAlex,0.8395974498193896,29,40,12,0.2105263157894736
quantum technology,OpenAIRE,quantum information science,OpenAlex,0.8544571366661634,13,11,5,0.2631578947368421
quantum imaging,OpenAIRE,quantum sensor,OpenAlex,0.8493476292869079,6,13,4,0.2666666666666666
quantum channel,OpenAIRE,quantum network,OpenAlex,0.8623370518803734,11,21,7,0.28
quantum entanglement,OpenAlex,quantum information,OpenAIRE,0.8395974498193896,40,29,12,0.2105263157894736
realization (probability),OpenAlex,realization (systems),OpenAIRE,0.9781733082865433,66,28,20,0.2702702702702703
quantum algorithm,OpenAlex,quantum computer,OpenAIRE,0.8606017750435071,8,26,7,0.2592592592592592
theme (narrative),OpenAIRE,theme (computing),OpenAlex,0.9781334825221883,12,42,10,0.2272727272727272
code (cryptography),OpenAIRE,code (set theory),OpenAlex,0.9305662040608672,75,204,47,0.2025862068965517
asset (economics),OpenAIRE,asset (computer security),OpenAlex,0.953040959587936,15,45,11,0.2244897959183673
single-nucleotide polymorphism,OpenAlex,"polymorphism, single nucleotide",OpenAIRE,0.8671218185789272,69,63,27,0.2571428571428571
genotype,OpenAlex,"polymorphism, single nucleotide",OpenAIRE,0.8004237215412908,121,63,32,0.2105263157894736
haplotype,OpenAlex,linkage disequilibrium,OpenAIRE,0.4759400303174662,45,41,20,0.303030303030303
medline,OpenAlex,systematic review,OpenAIRE,0.6110616174842806,146,67,38,0.2171428571428571
anomaly-based intrusion detection system,OpenAIRE,intrusion detection system,OpenAlex,0.870086278361963,18,53,18,0.3396226415094339
restricted boltzmann machine,OpenAIRE,boltzmann machine,OpenAlex,0.808994342569648,15,21,9,0.3333333333333333
restricted boltzmann machine,OpenAlex,boltzmann machine,OpenAIRE,0.808994342569648,13,22,8,0.2962962962962963
anomaly-based intrusion detection system,OpenAlex,intrusion detection system,OpenAIRE,0.870086278361963,15,50,15,0.3
network security,OpenAlex,intrusion detection system,OpenAIRE,0.7213822448323169,14,50,12,0.2307692307692307
product (mathematics),OpenAlex,product (category theory),OpenAIRE,0.9708662238011844,275,98,79,0.2687074829931973
linear temporal logic,OpenAIRE,temporal logic,OpenAlex,0.9475828338765128,7,15,6,0.375
interval temporal logic,OpenAIRE,temporal logic,OpenAlex,0.9398046080747792,6,15,4,0.2352941176470588
scope (project management),OpenAIRE,scope (computer science),OpenAlex,0.949768189167853,54,123,45,0.3409090909090909
interval temporal logic,OpenAIRE,linear temporal logic,OpenAlex,0.9252416396696724,6,12,5,0.3846153846153846
temporal logic,OpenAIRE,linear temporal logic,OpenAlex,0.9475828338765128,15,12,7,0.35
event (computing),OpenAIRE,event (particle physics),OpenAlex,0.9680264813076142,50,129,30,0.2013422818791946
temporal logic,OpenAlex,linear temporal logic,OpenAIRE,0.9475828338765128,15,7,6,0.375
linear temporal logic,OpenAlex,interval temporal logic,OpenAIRE,0.9252416396696724,12,6,5,0.3846153846153846
temporal logic,OpenAlex,interval temporal logic,OpenAIRE,0.9398046080747792,15,6,4,0.2352941176470588
linear temporal logic,OpenAlex,temporal logic,OpenAIRE,0.9475828338765128,12,15,7,0.35
iris (biosensor),OpenAlex,iris (anatomy),OpenAIRE,0.965243162866008,14,7,7,0.5
cultivar,OpenAlex,plant breeding,OpenAIRE,0.6678509833210262,7,19,5,0.238095238095238
interpolation,OpenAIRE,interpolation (computer graphics),OpenAlex,0.4249814753282713,129,177,107,0.5376884422110553
interpolation (computer graphics),OpenAlex,interpolation,OpenAIRE,0.4249814753282713,177,129,107,0.5376884422110553
gesture,OpenAlex,gesture recognition,OpenAIRE,0.8195379401723006,88,33,21,0.21
breed,OpenAIRE,seasonal breeder,OpenAlex,0.8439305861711032,6,4,2,0.25
group (mathematics),OpenAIRE,group (periodic table),OpenAlex,0.9492434388479896,57,101,30,0.234375
group (periodic table),OpenAlex,group (mathematics),OpenAIRE,0.9492434388479896,101,57,30,0.234375
visual word,OpenAIRE,image retrieval,OpenAlex,0.5368852714658845,47,80,31,0.3229166666666667
normalization (sociology),OpenAlex,normalization (statistics),OpenAIRE,0.9866380566786422,122,81,57,0.3904109589041096
image retrieval,OpenAlex,visual word,OpenAIRE,0.5368852714658845,80,47,31,0.3229166666666667
alternation (linguistics),OpenAlex,alternation (formal language theory),OpenAIRE,0.9475267589920826,7,3,3,0.4285714285714285
autistic disorder,OpenAIRE,autism,OpenAlex,0.8904283824568615,22,41,19,0.4318181818181818
autism spectrum disorder,OpenAlex,autism,OpenAIRE,0.8154622153877654,17,37,15,0.3846153846153846
retinal ganglion,OpenAIRE,retina,OpenAlex,0.8805433819464974,11,31,9,0.2727272727272727
retinal ganglion cells,OpenAIRE,retina,OpenAlex,0.7784082464264964,11,31,8,0.2352941176470588
retina,OpenAlex,retinal ganglion cells,OpenAIRE,0.7784082464264964,31,11,8,0.2352941176470588
retina,OpenAlex,retinal ganglion,OpenAIRE,0.8805433819464974,31,11,9,0.2727272727272727
synapse,OpenAlex,synapses,OpenAIRE,0.9999999932614814,17,61,14,0.21875
synaptic plasticity,OpenAlex,synapses,OpenAIRE,0.8490131074173943,23,61,15,0.217391304347826
watermark,OpenAIRE,digital watermarking,OpenAlex,0.5305057086791208,20,39,18,0.4390243902439024
digital watermarking,OpenAIRE,watermark,OpenAlex,0.5305057086791208,37,22,19,0.475
digital watermarking,OpenAlex,watermark,OpenAIRE,0.5305057086791208,39,20,18,0.4390243902439024
watermark,OpenAlex,digital watermarking,OpenAIRE,0.5305057086791208,22,37,19,0.475
multilingualism,OpenAIRE,neuroscience of multilingualism,OpenAlex,0.7336586232337158,22,18,11,0.3793103448275862
neuroscience of multilingualism,OpenAlex,multilingualism,OpenAIRE,0.7336586232337158,18,22,11,0.3793103448275862
competition (biology),OpenAlex,competition (economics),OpenAIRE,0.9835219623628524,145,82,58,0.3431952662721893
quantile regression,OpenAlex,quantile,OpenAIRE,0.9174814467733052,10,13,9,0.6428571428571429
vegetation,OpenAIRE,vegetation (pathology),OpenAlex,0.3288685737134825,32,42,21,0.3962264150943396
vegetation (pathology),OpenAlex,vegetation,OpenAIRE,0.3288685737134825,42,32,21,0.3962264150943396
construction engineering,OpenAlex,masonry,OpenAIRE,0.2471837300495239,6,3,2,0.2857142857142857
gyroscope,OpenAIRE,inertial measurement unit,OpenAlex,0.4960098361608855,9,18,7,0.35
inertial navigation system,OpenAIRE,inertial measurement unit,OpenAlex,0.825415138842932,9,18,6,0.2857142857142857
identity (social science),OpenAIRE,identity (music),OpenAlex,0.90494344633513,73,186,59,0.295
identity (music),OpenAlex,identity (social science),OpenAIRE,0.90494344633513,186,73,59,0.295
delphi,OpenAlex,delphi method,OpenAIRE,0.4273141766035201,85,81,66,0.66
numerical cognition,OpenAlex,mathematical ability,OpenAIRE,0.829741379489233,11,11,4,0.2222222222222222
grading (tumors),OpenAIRE,grading (engineering),OpenAlex,0.9596683435972652,8,19,5,0.2272727272727272
randomized controlled trials as topic,OpenAIRE,randomized controlled trial,OpenAlex,0.7054598323053042,28,34,11,0.2156862745098039
approximate number system,OpenAIRE,numerosity adaptation effect,OpenAlex,0.6805024135911596,8,12,4,0.25
synthetic aperture radar,OpenAIRE,radar imaging,OpenAlex,0.8554263768906428,66,40,29,0.3766233766233766
radar,OpenAIRE,radar imaging,OpenAlex,0.8136423084685842,48,40,18,0.2571428571428571
radar imaging,OpenAlex,synthetic aperture radar,OpenAIRE,0.8554263768906428,40,66,29,0.3766233766233766
radar imaging,OpenAlex,radar,OpenAIRE,0.8136423084685842,40,48,18,0.2571428571428571
thematic mapper,OpenAIRE,satellite imagery,OpenAlex,0.5990414120293238,14,22,7,0.2413793103448276
leaf area index,OpenAlex,normalized difference vegetation index,OpenAIRE,0.6950211393233797,8,19,5,0.2272727272727272
satellite imagery,OpenAlex,thematic mapper,OpenAIRE,0.5990414120293238,22,14,7,0.2413793103448276
confirmatory factor analysis,OpenAIRE,exploratory factor analysis,OpenAlex,0.9347028144941836,31,21,9,0.2093023255813953
exploratory factor analysis,OpenAlex,confirmatory factor analysis,OpenAIRE,0.9347028144941836,21,31,9,0.2093023255813953
physical medicine and rehabilitation,OpenAlex,orthopedics and sports medicine,OpenAIRE,0.8962914332604104,199,96,50,0.2040816326530612
science education,OpenAlex,science education/philosophy of education,OpenAIRE,0.8152330415987755,37,46,19,0.296875
discrete wavelet transform,OpenAIRE,wavelet packet decomposition,OpenAlex,0.8112554062964653,64,37,26,0.3466666666666667
wavelet,OpenAlex,wavelet transform,OpenAIRE,0.8143585237547277,310,169,153,0.4693251533742331
discrete wavelet transform,OpenAlex,wavelet transform,OpenAIRE,0.9609140119629656,126,169,70,0.3111111111111111
life history theory,OpenAIRE,life history,OpenAlex,0.9318310211505124,14,25,8,0.2580645161290322
life history,OpenAlex,life history theory,OpenAIRE,0.9318310211505124,25,14,8,0.2580645161290322
blind signal separation,OpenAIRE,independent component analysis,OpenAlex,0.644838921645989,32,67,18,0.2222222222222222
causal inference,OpenAlex,causality,OpenAIRE,0.8112241394676974,109,83,33,0.2075471698113207
multilayer perceptron,OpenAIRE,perceptron,OpenAlex,0.8722674978102412,37,62,20,0.2531645569620253
perceptron,OpenAIRE,multilayer perceptron,OpenAlex,0.8722674978102412,62,37,17,0.2073170731707317
stock exchange,OpenAIRE,stock market,OpenAlex,0.8506586996254959,12,26,8,0.2666666666666666
index (economics),OpenAIRE,index (typography),OpenAlex,0.9791095185492692,45,112,38,0.3193277310924369
multilayer perceptron,OpenAlex,perceptron,OpenAIRE,0.8722674978102412,37,62,17,0.2073170731707317
stock market,OpenAlex,stock exchange,OpenAIRE,0.8506586996254959,26,12,8,0.2666666666666666
component (uml),OpenAIRE,component (thermodynamics),OpenAlex,0.9563256453929186,139,196,80,0.3137254901960784
wind power forecasting,OpenAIRE,probabilistic forecasting,OpenAlex,0.7054867904781992,7,22,5,0.2083333333333333
turbine,OpenAIRE,wind power,OpenAlex,0.601560946411123,23,66,21,0.3088235294117647
wind speed,OpenAIRE,wind power,OpenAlex,0.8112359983797894,25,66,16,0.2133333333333333
turbine,OpenAIRE,wind speed,OpenAlex,0.6245631995125166,23,31,12,0.2857142857142857
wind power,OpenAIRE,wind speed,OpenAlex,0.8112359983797894,65,31,24,0.3333333333333333
probabilistic forecasting,OpenAlex,wind power forecasting,OpenAIRE,0.7054867904781992,22,7,5,0.2083333333333333
wind speed,OpenAlex,wind power,OpenAIRE,0.8112359983797894,31,65,24,0.3333333333333333
turbine,OpenAlex,wind power,OpenAIRE,0.601560946411123,32,65,24,0.3287671232876712
mating preferences,OpenAlex,mating,OpenAIRE,0.9203987759297492,15,31,10,0.2777777777777778
sexual selection,OpenAlex,mating,OpenAIRE,0.6427836963057078,107,31,24,0.2105263157894736
multiview video coding,OpenAIRE,context-adaptive binary arithmetic coding,OpenAlex,0.7419267066636454,6,8,3,0.2727272727272727
context-adaptive binary arithmetic coding,OpenAIRE,arithmetic coding,OpenAlex,0.8216679657870741,7,3,2,0.25
transform coding,OpenAIRE,discrete cosine transform,OpenAlex,0.571489825232289,43,30,13,0.2166666666666666
discrete cosine transform,OpenAlex,transform coding,OpenAIRE,0.571489825232289,30,43,13,0.2166666666666666
variable-length code,OpenAlex,context-adaptive binary arithmetic coding,OpenAIRE,0.8237417559079875,6,7,3,0.3
covariance,OpenAlex,covariance matrix,OpenAIRE,0.8924730329832957,147,81,42,0.2258064516129032
prosthesis,OpenAlex,prosthesis design,OpenAIRE,0.7582726148077149,9,16,5,0.25
destinations,OpenAlex,tourism/hospitality management,OpenAIRE,0.4894584762741187,29,27,13,0.3023255813953488
ultrasound imaging,OpenAIRE,breast ultrasound,OpenAlex,0.7852137006659874,7,3,2,0.25
breast neoplasms,OpenAIRE,breast cancer,OpenAlex,0.8807822204680567,52,46,27,0.380281690140845
breast cancer,OpenAIRE,cancer,OpenAlex,0.9049038485213596,39,118,33,0.2661290322580645
breast cancer,OpenAlex,breast neoplasms,OpenAIRE,0.8807822204680567,46,52,27,0.380281690140845
cancer,OpenAlex,breast cancer,OpenAIRE,0.9049038485213596,118,39,33,0.2661290322580645
ranking (information retrieval),OpenAlex,ranking,OpenAIRE,0.3320849104200637,230,129,105,0.4133858267716535
relevance (information retrieval),OpenAIRE,relevance (law),OpenAlex,0.881352919335682,110,220,88,0.3636363636363636
modularity (networks),OpenAIRE,modularity (biology),OpenAlex,0.9725483522316558,33,67,31,0.4492753623188406
entropy (information theory),OpenAIRE,entropy (arrow of time),OpenAlex,0.8435770740855622,105,150,55,0.275
modularity (biology),OpenAlex,modularity (networks),OpenAIRE,0.9725483522316558,67,33,31,0.4492753623188406
portfolio optimization,OpenAlex,portfolio,OpenAIRE,0.8313064560382551,8,33,7,0.2058823529411764
posterior parietal cortex,OpenAlex,parietal lobe,OpenAIRE,0.983412869489472,51,68,30,0.3370786516853932
head direction cells,OpenAIRE,path integration,OpenAlex,0.5643729312392591,12,20,9,0.391304347826087
calcium imaging,OpenAIRE,calcium,OpenAlex,0.7592933405238078,6,6,4,0.5
calcium signaling,OpenAIRE,calcium,OpenAlex,0.843435833359156,8,6,3,0.2727272727272727
calcium,OpenAlex,calcium imaging,OpenAIRE,0.7592933405238078,6,6,4,0.5
path integration,OpenAlex,head direction cells,OpenAIRE,0.5643729312392591,20,12,9,0.391304347826087
stroke (engine),OpenAlex,stroke,OpenAIRE,0.220045895512339,18,28,16,0.5333333333333333
treadmill,OpenAlex,preferred walking speed,OpenAIRE,0.4195104052278194,8,7,4,0.3636363636363636
percolation,OpenAIRE,percolation critical exponents,OpenAlex,0.9194498490252526,8,3,2,0.2222222222222222
percolation,OpenAIRE,percolation (cognitive psychology),OpenAlex,0.5200677354134933,8,11,7,0.5833333333333334
percolation,OpenAIRE,percolation threshold,OpenAlex,0.8978814799766277,8,6,5,0.5555555555555556
percolation,OpenAIRE,continuum percolation theory,OpenAlex,0.8830203548902793,8,2,2,0.25
percolation,OpenAIRE,electrical resistivity and conductivity,OpenAlex,0.7805743333617424,8,13,5,0.3125
electrical resistivity and conductivity,OpenAlex,percolation,OpenAIRE,0.7805743333617424,13,8,5,0.3125
percolation threshold,OpenAlex,percolation,OpenAIRE,0.8978814799766277,6,8,5,0.5555555555555556
percolation (cognitive psychology),OpenAlex,percolation,OpenAIRE,0.5200677354134933,11,8,7,0.5833333333333334
metaheuristic,OpenAIRE,parallel metaheuristic,OpenAlex,0.8981722971515724,85,22,18,0.2022471910112359
ant colony,OpenAIRE,ant colony optimization algorithms,OpenAlex,0.7803985722793209,13,30,12,0.3870967741935484
ant colony,OpenAlex,ant colony optimization algorithms,OpenAIRE,0.7803985722793209,22,28,15,0.4285714285714285
land use,OpenAIRE,"land use, land-use change and forestry",OpenAlex,0.8941149513160332,25,7,6,0.2307692307692307
land cover,OpenAIRE,land use,OpenAlex,0.7647153739278814,46,62,37,0.5211267605633803
"land use, land-use change and forestry",OpenAlex,land use,OpenAIRE,0.8941149513160332,7,25,6,0.2307692307692307
security information and event management,OpenAIRE,information security,OpenAlex,0.887317390947216,6,17,4,0.2105263157894736
mutation,OpenAlex,mutation (genetic algorithm),OpenAIRE,0.5436278383980152,105,83,46,0.323943661971831
heart rate variability,OpenAlex,heart rate,OpenAIRE,0.9527857088315032,13,44,11,0.2391304347826087
blood pressure,OpenAlex,heart rate,OpenAIRE,0.5145730114629875,37,44,17,0.265625
unscented transform,OpenAIRE,invariant extended kalman filter,OpenAlex,0.6463299516088842,9,25,7,0.2592592592592592
extended kalman filter,OpenAIRE,invariant extended kalman filter,OpenAlex,0.9205430696664714,55,25,19,0.3114754098360656
kernel adaptive filter,OpenAIRE,filter design,OpenAlex,0.7736961255782525,16,43,11,0.2291666666666666
data stream mining,OpenAIRE,data stream,OpenAlex,0.930894311089621,30,11,9,0.28125
data stream,OpenAIRE,streaming data,OpenAlex,0.9685643823640404,9,5,3,0.2727272727272727
reliability (statistics),OpenAIRE,reliability (semiconductor),OpenAlex,0.9855222882237256,129,255,105,0.3763440860215054
data stream,OpenAlex,data stream mining,OpenAIRE,0.930894311089621,11,30,9,0.28125
reliability (semiconductor),OpenAlex,reliability (statistics),OpenAIRE,0.9855222882237256,255,129,105,0.3763440860215054
false discovery rate,OpenAlex,multiple comparisons problem,OpenAIRE,0.5814741418836884,37,35,18,0.3333333333333333
power electronics,OpenAIRE,converters,OpenAlex,0.58853384491021,40,37,15,0.2419354838709677
key distribution in wireless sensor networks,OpenAlex,wireless sensor network,OpenAIRE,0.7515184924879198,31,87,24,0.2553191489361702
primary care,OpenAlex,primary health care,OpenAIRE,0.9324687476636878,7,5,3,0.3333333333333333
health equity,OpenAlex,international health,OpenAIRE,0.8557915261145749,15,6,4,0.2352941176470588
slip (materials science),OpenAIRE,slip (aerodynamics),OpenAlex,0.946399707096812,8,16,6,0.3333333333333333
compensation (psychology),OpenAlex,compensation (engineering),OpenAIRE,0.9853278764304784,56,26,17,0.2615384615384615
flipped classroom,OpenAIRE,flipped learning,OpenAlex,0.8297172401044263,13,3,3,0.2307692307692307
pascal (programming language),OpenAIRE,pascal (unit),OpenAlex,0.9360546214248844,43,68,41,0.5857142857142857
pascal (unit),OpenAlex,pascal (programming language),OpenAIRE,0.9360546214248844,68,43,41,0.5857142857142857
coronavirus infections,OpenAIRE,pandemic,OpenAlex,0.710699987756843,12,19,7,0.2916666666666667
covid-19,OpenAIRE,pandemic,OpenAlex,0.7690826557815332,25,19,11,0.3333333333333333
pandemics,OpenAIRE,pandemic,OpenAlex,1.00000000868429,13,19,7,0.28
severe acute respiratory syndrome coronavirus (sars-cov-2),OpenAIRE,coronavirus disease (covid-19),OpenAlex,0.8736265245240225,11,48,10,0.2040816326530612
coronavirus infections,OpenAIRE,coronavirus disease (covid-19),OpenAlex,0.3612728881969271,12,48,11,0.2244897959183673
pandemic,OpenAlex,pandemics,OpenAIRE,1.00000000868429,19,13,7,0.28
infectious disease (medical specialty),OpenAlex,sars-cov-2,OpenAIRE,0.2818640394619001,52,16,13,0.2363636363636363
severe acute respiratory syndrome coronavirus (sars-cov-2),OpenAlex,sars-cov-2,OpenAIRE,0.5382717444168829,20,16,8,0.2857142857142857
outbreak,OpenAlex,covid-19,OpenAIRE,0.7116619972374717,24,25,11,0.2894736842105263
pandemic,OpenAlex,covid-19,OpenAIRE,0.7690826557815332,19,25,11,0.3333333333333333
2019-20 coronavirus outbreak,OpenAlex,coronavirus,OpenAIRE,0.4890922423954686,16,7,4,0.2105263157894736
2019-20 coronavirus outbreak,OpenAlex,coronavirus infections,OpenAIRE,0.4992311806501763,16,12,5,0.217391304347826
pandemic,OpenAlex,coronavirus infections,OpenAIRE,0.710699987756843,19,12,7,0.2916666666666667
coronavirus disease (covid-19),OpenAlex,coronavirus infections,OpenAIRE,0.3612728881969271,48,12,11,0.2244897959183673
dominance-based rough set approach,OpenAIRE,rough set,OpenAlex,0.7362346779048674,22,54,21,0.3818181818181818
fuzzy soft set,OpenAIRE,soft set,OpenAlex,0.9612797084385368,7,12,5,0.3571428571428571
rough set,OpenAlex,dominance-based rough set approach,OpenAIRE,0.7362346779048674,54,22,21,0.3818181818181818
dominance-based rough set approach,OpenAlex,rough set,OpenAIRE,0.7362346779048674,16,51,15,0.2884615384615384
concatenation,OpenAIRE,concatenation (mathematics),OpenAlex,0.5031426234293642,11,13,8,0.5
approximate string matching,OpenAIRE,string searching algorithm,OpenAlex,0.8452037675799215,6,19,5,0.25
string metric,OpenAIRE,string searching algorithm,OpenAlex,0.8420956355547908,7,19,6,0.3
string searching algorithm,OpenAIRE,pattern matching,OpenAlex,0.7662282106041074,12,28,9,0.2903225806451613
string metric,OpenAIRE,pattern matching,OpenAlex,0.7322839469051645,7,28,6,0.2068965517241379
string (physics),OpenAlex,string (computer science),OpenAIRE,0.9651508596894298,54,30,21,0.3333333333333333
pattern matching,OpenAlex,string searching algorithm,OpenAIRE,0.7662282106041074,28,12,9,0.2903225806451613
string searching algorithm,OpenAlex,approximate string matching,OpenAIRE,0.8452037675799215,19,6,5,0.25
pattern matching,OpenAlex,string metric,OpenAIRE,0.7322839469051645,28,7,6,0.2068965517241379
string searching algorithm,OpenAlex,string metric,OpenAIRE,0.8420956355547908,19,7,6,0.3
bearing (mechanical),OpenAIRE,bearing (navigation),OpenAlex,0.9846014153794952,35,50,31,0.5740740740740741
envelope (motion),OpenAIRE,envelope (radar),OpenAlex,0.9517075963450934,7,16,4,0.2105263157894736
bearing (navigation),OpenAlex,bearing (mechanical),OpenAIRE,0.9846014153794952,50,35,31,0.5740740740740741
test suite,OpenAIRE,test case,OpenAlex,0.7514982128805239,9,18,6,0.2857142857142857
image fusion,OpenAIRE,fusion,OpenAlex,0.7888803404643827,60,53,24,0.2696629213483146
contrast enhancement,OpenAIRE,image enhancement,OpenAlex,0.7762232499897026,7,8,3,0.25
fusion,OpenAlex,image fusion,OpenAIRE,0.7888803404643827,53,60,24,0.2696629213483146
absorption (acoustics),OpenAlex,absorption (electromagnetic radiation),OpenAIRE,0.9618783029434506,19,14,8,0.32
